Employer_No,Cash_Received_Date,Total_Amt
100654,2017-10-04,823.49
100654,2017-10-04,900.96
100654,2017-10-04,1160.0
100654,2017-10-04,862.75
100654,2017-10-04,1160.0
100654,2017-10-04,867.6
100654,2017-10-04,852.49
100654,2017-10-04,1160.0
100654,2017-10-04,526.14
100654,2017-10-04,545.32
100654,2017-10-04,791.65
100654,2018-04-13,842.08
100654,2018-04-13,1482.12
100654,2018-04-13,876.92
100654,2018-04-13,350.59
100654,2018-04-13,510.54
100654,2018-04-13,1059.6
100654,2018-04-13,2083.33
100654,2018-04-13,1041.36
100654,2018-04-13,1201.28
100654,2018-04-13,1117.84
100654,2018-04-13,934.32
100654,2018-04-13,1212.18
100654,2018-04-13,986.52
100654,2018-04-13,1241.32
100654,2018-04-13,2101.36
100654,2018-04-13,1205.76
100654,2018-04-13,736.43
100654,2018-04-13,842.54
100654,2018-04-13,1571.16
100654,2018-04-13,852.16
100654,2018-04-13,629.95
100654,2018-04-13,840.4
100654,2018-04-13,872.76
100654,2018-04-13,1012.18
100654,2018-04-13,480.52
100654,2018-04-13,839.59
100654,2018-04-13,567.42
100654,2018-04-13,729.33
100654,2018-04-13,1147.92
100654,2018-04-13,657.68
100654,2018-04-13,694.24
100654,2018-04-13,781.92
100654,2018-04-13,1913.48
100654,2018-04-13,913.48
100654,2018-04-13,600.64
100654,2018-04-13,904.1
100654,2018-04-13,1160.0
100654,2018-04-13,1160.0
100654,2018-04-13,1096.16
100654,2018-04-13,914.57
100654,2018-04-13,730.76
100654,2018-04-13,1160.0
100654,2018-04-13,1337.52
100654,2018-04-13,954.32
100654,2018-04-13,1023.08
100654,2018-04-13,1201.28
100654,2018-04-13,767.32
100654,2018-04-13,765.8
100654,2018-04-13,900.96
100654,2018-04-13,1187.8
100654,2018-04-13,1585.0
100654,2018-04-13,730.76
100654,2018-04-13,1132.68
100654,2018-04-13,746.2
100654,2018-04-13,860.28
100654,2018-04-13,667.36
100654,2018-04-13,729.94
100654,2018-04-13,410.0
100654,2018-04-13,967.68
100654,2018-04-13,511.52
100654,2018-04-13,828.04
100654,2018-04-13,950.0
100654,2018-04-13,841.68
100654,2018-04-13,1401.48
100654,2018-04-13,985.8
100654,2018-04-13,900.96
100654,2018-04-13,1160.0
100654,2018-04-13,1068.75
100654,2018-04-13,1160.0
100654,2018-04-13,1205.8
100654,2018-04-13,959.17
100654,2018-04-13,540.18
100654,2018-04-13,867.59
100654,2018-04-13,533.48
100654,2018-04-13,1029.17
100654,2018-04-13,545.32
100654,2018-02-16,1320.0
100817,2017-11-08,399.81
100451,2018-04-06,266.0
100451,2018-04-06,969.0
100451,2018-04-06,119.7
100567,2018-07-19,61334.96
100701,2018-11-23,2541.35
100888,2018-10-11,3718.65
100368,2018-08-13,290.93
100567,2018-09-19,248.52
100134,2018-09-04,468.82
100574,2018-10-03,922.66
100888,2018-10-11,1428.67
100368,2018-09-24,328.96
100451,2018-11-12,1929.45
100991,2018-11-12,143.55
100701,2017-10-17,998.17
100451,2017-10-05,186.2
100361,2017-09-05,204.62
100654,2017-11-21,1044.09
100654,2017-11-21,1481.4
100654,2017-11-21,820.0
100654,2017-11-21,1552.9
100654,2017-11-21,1373.67
100654,2017-11-21,521.4
100654,2017-11-21,1119.55
100654,2017-11-21,426.34
100654,2017-11-21,1501.6
100654,2017-11-21,1450.63
100654,2017-11-21,2402.9
100654,2017-11-21,1073.3
100654,2017-11-21,1668.4
100654,2017-11-21,973.75
100654,2017-11-21,719.38
100654,2017-11-21,822.1
100654,2017-11-21,1084.49
100654,2017-11-21,1167.9
100654,2017-11-21,660.7
100654,2017-11-21,775.72
100654,2017-11-21,1324.5
100654,2017-11-21,1450.0
100654,2017-11-21,1648.1
100654,2017-11-21,936.3
100654,2017-11-21,1370.2
100654,2017-11-21,1004.8
100654,2017-11-21,290.0
100654,2017-11-21,548.1
100654,2017-11-21,1101.15
100654,2017-11-21,834.2
100654,2017-11-21,1344.2
100654,2017-11-21,1503.85
100654,2017-11-21,2083.33
100654,2017-11-21,1152.15
100654,2017-11-21,516.63
100654,2017-11-21,974.22
100654,2017-11-21,1001.05
100654,2017-11-21,298.76
100654,2017-11-21,290.0
100654,2017-11-21,1025.0
100654,2017-11-21,871.25
100654,2017-11-21,992.68
100654,2017-11-21,1048.33
100654,2017-11-21,1209.6
100654,2017-11-21,294.98
100654,2017-11-21,1301.37
100654,2017-11-21,939.88
100654,2017-11-21,686.83
100654,2017-11-21,917.65
100654,2017-11-21,931.75
100654,2017-11-21,2403.8
100654,2017-11-21,904.25
100654,2017-11-21,1334.75
100654,2017-11-21,1518.24
100654,2017-11-21,897.84
100654,2017-11-21,1028.17
100654,2017-11-21,1091.33
100654,2017-11-21,1668.4
100654,2017-11-21,1004.8
100654,2017-11-21,1370.2
100654,2017-11-21,850.92
100654,2017-11-21,1450.0
100654,2017-11-21,1534.72
100654,2017-11-21,649.55
100654,2017-11-21,1120.62
100654,2017-11-21,1276.06
100654,2017-11-21,288.8
100654,2017-11-21,1209.6
100654,2017-11-21,1256.0
100654,2017-11-21,1278.85
100654,2017-11-21,917.65
100654,2017-11-21,1217.4
100654,2017-11-21,875.9
100654,2017-11-21,542.25
100654,2017-11-21,719.14
100654,2017-11-21,1211.82
100654,2017-11-21,372.21
100654,2017-11-21,1384.8
100654,2017-11-21,1025.0
100654,2017-11-21,1376.45
100654,2017-11-21,417.1
100654,2017-11-21,1004.8
100654,2017-11-21,811.82
100654,2017-11-21,1233.15
100654,2017-11-21,875.26
100654,2017-11-21,1048.33
100654,2017-11-21,417.1
100654,2017-11-21,1594.95
100654,2017-11-21,913.45
100654,2017-11-21,282.6
100654,2017-11-21,763.8
100654,2017-11-21,1141.85
100654,2017-11-21,867.58
100654,2017-11-21,1634.25
100654,2017-11-21,658.35
100654,2017-11-21,1031.96
100654,2017-11-21,608.12
100654,2017-11-21,1413.45
100654,2017-11-21,2400.2
100654,2017-11-21,255.77
100654,2017-11-21,1445.76
100654,2017-11-21,1554.41
100654,2017-11-21,633.33
100654,2017-11-21,116.92
100654,2017-11-21,1025.9
100654,2017-11-21,1030.03
100654,2017-11-21,1379.6
100654,2017-11-21,1798.0
100654,2017-11-21,834.2
100654,2017-12-19,1224.34
100654,2017-12-19,807.98
100654,2017-12-19,537.5
100654,2017-12-19,1105.68
100654,2017-12-19,1130.76
100654,2017-12-19,730.76
100654,2017-12-19,1920.16
100654,2017-12-19,584.6
100654,2017-12-19,1554.41
100654,2017-12-19,1946.52
100654,2017-12-19,633.33
100654,2017-12-19,824.63
100654,2017-12-19,821.71
100654,2017-12-19,1103.68
100654,2017-12-19,1160.0
100654,2017-12-19,667.36
100654,2017-12-19,84.04
100654,2017-12-19,674.12
100654,2017-12-19,744.16
100654,2017-12-19,650.7
100654,2017-12-19,548.07
100654,2017-12-19,1192.92
100654,2017-12-19,950.0
100654,2017-12-19,2.47
100654,2017-12-19,934.32
100654,2017-12-19,817.91
100654,2017-12-19,725.75
100654,2017-12-19,72.83
100654,2017-12-19,300.32
100654,2017-12-19,962.4
100654,2017-12-19,1012.18
100654,2017-12-19,1379.82
100654,2017-12-19,826.5
100654,2017-12-19,800.84
100654,2017-12-19,1177.91
100654,2017-12-19,615.0
100654,2017-12-19,513.7
100654,2017-12-19,1349.06
100654,2017-12-19,1229.07
100654,2017-12-19,570.75
100654,2017-12-19,1177.67
100654,2017-12-19,876.92
100654,2017-12-19,536.86
100654,2017-12-19,1172.33
100654,2017-12-19,1265.22
100654,2017-12-19,734.12
100654,2017-12-19,1278.84
100654,2017-12-19,734.12
100654,2017-12-19,1324.52
100654,2017-12-19,1034.44
100654,2017-12-19,986.87
100654,2017-12-19,1132.68
100654,2017-12-19,133.47
100654,2017-12-19,834.2
100654,2017-12-19,1045.0
100654,2017-12-19,1156.77
100654,2017-12-19,1922.64
100654,2017-12-19,1411.48
100654,2017-12-19,266.96
100654,2017-12-19,708.26
100654,2017-12-19,910.28
100654,2017-12-19,1067.78
100654,2017-12-19,653.11
100654,2017-12-19,615.0
100654,2017-12-19,820.0
100654,2017-12-19,516.71
100654,2017-12-19,1201.28
100654,2017-12-19,876.92
100654,2017-12-19,546.94
100654,2017-12-19,1001.16
100654,2017-12-19,820.0
100654,2017-12-19,967.23
100654,2017-12-19,870.0
100654,2017-12-19,1160.0
100654,2017-12-19,2082.86
100654,2017-12-19,800.84
100654,2017-12-19,1156.77
100654,2017-12-19,767.48
100654,2017-12-19,1351.92
100654,2017-12-19,982.71
100654,2017-12-19,1301.36
100654,2017-12-19,1187.5
100654,2017-12-19,763.61
100654,2017-12-19,820.0
100654,2017-12-19,1160.0
100654,2017-12-19,1482.12
100654,2017-12-19,777.84
100654,2017-12-19,374.32
100654,2017-12-19,1160.0
100654,2017-12-19,1034.44
100654,2017-12-19,798.79
100654,2017-12-19,2083.33
100654,2017-12-19,1228.29
100654,2017-12-19,1059.6
100654,2017-12-19,876.92
100654,2017-12-19,1201.28
100654,2017-12-19,560.59
100654,2017-12-19,1041.36
100654,2017-12-19,1241.32
100654,2017-12-19,498.4
100654,2017-12-19,913.48
100654,2017-12-19,1067.8
100654,2017-12-19,826.08
100654,2017-12-19,205.0
100654,2017-12-19,840.4
100654,2017-12-19,1301.36
100654,2017-12-19,986.52
100654,2017-12-19,1012.18
100654,2017-12-19,790.42
100654,2017-12-19,590.28
100654,2017-12-19,913.48
100654,2017-12-19,799.42
100654,2017-12-19,600.64
100654,2017-12-19,602.87
100654,2017-12-19,694.24
100654,2017-12-19,781.92
100654,2017-12-19,1147.92
100654,2017-12-19,1913.48
100654,2017-12-19,1096.16
100654,2017-12-19,1160.0
100654,2017-12-19,1160.0
100654,2017-12-19,1160.0
100654,2017-12-19,914.57
100654,2017-12-19,730.76
100654,2017-12-19,816.31
100654,2017-12-19,900.96
100654,2017-12-19,504.53
100654,2017-12-19,1201.28
100654,2017-12-19,689.92
100654,2017-12-19,767.32
100654,2017-12-19,820.0
100654,2017-12-19,1187.8
100654,2017-12-19,1234.64
100654,2017-12-19,1132.68
100654,2017-12-19,1214.06
100654,2017-12-19,954.32
100654,2017-12-19,950.0
100654,2017-12-19,820.0
100654,2017-12-19,1201.38
100654,2017-12-19,567.25
100654,2017-12-19,765.0
100654,2017-12-19,341.24
100654,2017-12-19,1170.43
100654,2017-12-19,900.96
100654,2017-12-19,1037.68
100654,2017-12-19,820.0
100654,2017-12-19,1160.0
100654,2017-12-19,816.63
100654,2017-12-19,1160.0
100654,2017-12-19,533.48
100654,2017-12-19,867.59
100654,2017-12-19,550.16
100654,2017-12-19,791.65
100654,2017-12-19,545.32
100654,2018-06-13,867.8
100654,2018-06-13,1450.0
100654,2018-06-13,756.36
100654,2018-06-13,809.84
100654,2018-06-13,870.83
100654,2018-06-13,1450.0
100654,2018-06-13,1265.22
100654,2018-06-13,1025.0
100654,2018-06-13,1025.0
100654,2018-06-13,925.01
100654,2018-06-13,1450.0
100654,2018-06-13,1160.0
100654,2018-06-13,1004.8
100654,2018-06-13,1213.89
100654,2018-06-13,1032.54
100654,2018-06-13,913.45
100654,2018-06-13,637.37
100654,2018-06-13,1441.53
100654,2018-06-13,1001.05
100654,2018-06-13,542.25
100654,2018-06-13,1278.85
100654,2018-06-13,656.02
100654,2018-06-13,1229.07
100654,2018-06-13,495.34
100654,2018-06-13,1450.0
100654,2018-06-13,792.36
100654,2018-06-13,1543.3
100654,2018-06-13,2083.33
100654,2018-06-13,2148.47
100654,2018-06-13,456.75
100654,2018-06-13,1237.82
100654,2018-06-13,29.96
100654,2018-06-13,1054.49
100654,2018-06-13,1125.5
100654,2018-06-13,506.08
100654,2018-06-13,820.16
100654,2018-06-13,1126.2
100654,2018-06-13,1180.79
100654,2018-06-13,1450.0
100654,2018-06-13,1918.7
100654,2018-06-13,1666.17
100654,2018-06-13,1485.82
100654,2018-06-13,1265.22
100654,2018-06-13,1373.67
100654,2018-06-13,1081.86
100654,2018-06-13,583.95
100654,2018-06-13,1187.5
100654,2018-06-13,1710.15
100654,2018-06-13,2402.9
100654,2018-06-13,1073.3
100654,2018-06-13,1501.6
100654,2018-06-13,1450.0
100654,2018-06-13,1301.7
100654,2018-06-13,1119.55
100654,2018-06-13,452.75
100654,2018-06-13,822.1
100654,2018-06-13,1373.67
100654,2018-06-13,1668.4
100654,2018-06-13,778.81
100654,2018-06-13,1450.0
100654,2018-06-13,1053.63
100654,2018-06-13,1167.9
100654,2018-06-13,1324.5
100654,2018-06-13,1278.85
100654,2018-06-13,208.55
100654,2018-06-13,237.51
100654,2018-06-13,867.8
100654,2018-06-13,750.8
100654,2018-06-13,1025.0
100654,2018-06-13,205.0
100654,2018-06-13,213.28
100654,2018-06-13,712.48
100654,2018-06-13,1370.2
100654,2018-06-13,1479.8
100654,2018-06-13,1450.0
100654,2018-06-13,548.1
100654,2018-06-13,722.98
100654,2018-06-13,1468.39
100654,2018-06-13,1074.91
100654,2018-06-13,1644.37
100654,2018-06-13,1251.3
100654,2018-06-13,160.5
100654,2018-06-13,1025.0
100654,2018-06-13,2098.55
100654,2018-06-13,1152.15
100654,2018-06-13,589.32
100654,2018-06-13,377.07
100654,2018-06-13,1146.95
100654,2018-06-13,1048.33
100654,2018-06-13,2083.33
100654,2018-06-13,1918.69
100654,2018-06-13,375.95
100654,2018-06-13,1131.67
100654,2018-06-13,506.09
100654,2018-06-13,403.37
100654,2018-06-13,939.88
100654,2018-06-13,1141.85
100654,2018-06-13,1960.4
100654,2018-06-13,1301.37
100654,2018-06-13,1048.31
100654,2018-06-13,875.33
100654,2018-06-13,458.8
100654,2018-06-13,795.28
100654,2018-06-13,2403.8
100654,2018-06-13,917.65
100654,2018-06-13,465.43
100654,2018-06-13,1037.29
100654,2018-06-13,869.6
100654,2018-06-13,1004.8
100654,2018-06-13,931.75
100654,2018-06-13,873.35
100654,2018-06-13,1049.24
100654,2018-06-13,1370.2
100654,2018-06-13,1038.16
100654,2018-06-13,1668.4
100654,2018-06-13,1585.0
100654,2018-06-13,1518.24
100654,2018-06-13,1049.13
100654,2018-06-13,1278.85
100654,2018-06-13,1251.35
100654,2018-06-13,1256.0
100654,2018-06-13,975.57
100654,2018-06-13,794.17
100654,2018-06-13,675.45
100654,2018-06-13,1209.6
100654,2018-06-13,917.65
100654,2018-06-13,1437.29
100654,2018-06-13,1476.78
100654,2018-06-13,346.56
100654,2018-06-13,1276.07
100654,2018-06-13,1370.2
100654,2018-06-13,2009.6
100654,2018-06-13,875.9
100654,2018-06-13,41.79
100654,2018-06-13,542.25
100654,2018-06-13,1384.8
100654,2018-06-13,1098.38
100654,2018-06-13,860.49
100654,2018-06-13,417.1
100654,2018-06-13,1376.45
100654,2018-06-13,1418.15
100654,2018-06-13,896.57
100654,2018-06-13,1048.33
100654,2018-06-13,1027.23
100654,2018-06-13,1025.0
100654,2018-06-13,791.01
100654,2018-06-13,1004.8
100654,2018-06-13,834.2
100654,2018-06-13,867.8
100654,2018-06-13,974.94
100654,2018-06-13,367.05
100654,2018-06-13,747.79
100654,2018-06-13,1033.93
100654,2018-06-13,375.3
100654,2018-06-13,1141.85
100654,2018-06-13,1093.07
100654,2018-06-13,913.45
100654,2018-06-13,2400.2
100654,2018-06-13,971.14
100654,2018-06-13,1382.1
100654,2018-06-13,867.58
100654,2018-06-13,1496.39
100654,2018-06-13,2433.15
100654,2018-06-13,2403.45
100654,2018-06-13,1554.41
100654,2018-06-13,633.33
100654,2018-06-13,1402.54
100654,2018-06-13,1047.85
100654,2018-06-13,730.75
100654,2018-06-13,1052.24
100654,2018-06-13,842.65
100654,2018-06-13,930.2
100654,2018-06-13,1050.5
100654,2018-06-13,1450.0
100654,2018-06-13,1160.0
100654,2018-06-13,1035.09
100654,2018-06-13,672.92
100654,2018-06-13,1234.49
100654,2018-06-13,913.45
100654,2018-06-13,917.65
100654,2018-06-13,1036.41
100654,2018-06-13,1192.92
100654,2018-06-13,1278.85
100654,2018-06-13,940.73
100654,2018-06-13,1167.9
100654,2018-06-13,1023.15
100654,2018-06-13,2299.7
100654,2018-06-13,1048.48
100654,2018-06-13,1012.18
100654,2018-06-13,1485.85
100654,2018-06-13,1017.33
100654,2018-06-13,375.4
100654,2018-06-13,1203.0
100654,2018-06-13,1086.81
100654,2018-06-13,1055.76
100654,2018-06-13,1463.37
100654,2018-06-13,3584.75
100654,2018-06-13,1229.07
100654,2018-06-13,716.27
100654,2018-06-13,1450.0
100654,2018-06-13,580.0
100654,2018-06-13,917.65
100654,2018-06-13,870.83
100654,2018-06-13,1598.55
100654,2018-06-13,1004.8
100654,2018-06-13,739.25
100654,2018-06-13,1450.0
100654,2018-06-13,1096.15
100654,2018-06-13,677.96
100654,2018-06-13,1959.9
100654,2018-06-13,917.65
100654,2018-06-13,709.1
100654,2018-06-13,1293.05
100654,2018-06-13,986.87
100654,2018-06-13,1044.48
100654,2018-06-13,1450.0
100654,2018-06-13,617.33
100654,2018-06-13,1124.17
100654,2018-06-13,1415.85
100654,2018-06-13,1251.3
100654,2018-06-13,1764.35
100654,2018-06-13,333.7
100654,2018-06-13,2403.3
100654,2018-06-13,1429.34
100654,2018-06-13,1156.77
100654,2018-06-13,269.68
100654,2018-06-13,865.32
100654,2018-06-13,1096.15
100654,2018-06-13,716.67
100654,2018-06-13,1025.0
100654,2018-06-13,140.15
100654,2018-06-13,1156.77
100654,2018-06-13,1028.75
100654,2018-06-13,1501.6
100654,2018-06-13,1251.45
100654,2018-06-13,1450.0
100654,2018-06-13,500.55
100654,2018-06-13,1281.65
100654,2018-06-13,1020.45
100654,2018-06-13,242.98
100654,2018-06-13,1929.36
100654,2018-06-13,1025.0
100654,2018-06-13,1689.9
100654,2018-06-13,959.35
100654,2018-06-13,1040.01
100654,2018-06-13,760.8
100654,2018-06-13,1518.4
100654,2018-06-13,1056.01
100654,2018-06-13,1299.53
100654,2018-06-13,1293.05
100654,2018-06-13,1626.7
100654,2018-06-13,1450.0
100654,2018-06-13,1725.15
100654,2018-06-13,1044.64
100654,2018-06-13,2923.09
100654,2018-06-13,1187.5
100654,2018-06-13,1162.42
100654,2018-06-13,750.8
100654,2018-06-13,820.0
100654,2018-06-13,621.15
100654,2018-06-13,1450.28
100654,2018-06-13,1324.5
100654,2018-06-13,1293.05
100654,2018-06-13,1016.21
100654,2018-06-13,441.38
100654,2018-06-13,1482.12
100654,2018-06-13,2083.33
100654,2018-06-13,722.98
100654,2018-06-13,1301.7
100654,2018-06-13,1457.16
100654,2018-06-13,1158.46
100654,2018-06-13,1081.91
100654,2018-06-13,1167.9
100654,2018-06-13,1501.6
100654,2018-06-13,820.0
100654,2018-06-13,1507.2
100654,2018-06-13,1551.65
100654,2018-06-13,1459.85
100654,2018-06-13,1025.0
100654,2018-06-13,1050.5
100654,2018-06-13,1026.1
100654,2018-06-13,927.81
100654,2018-06-13,889.74
100654,2018-06-13,1963.95
100654,2018-06-13,1131.72
100654,2018-06-13,600.65
100654,2018-06-13,2626.7
100654,2018-06-13,1012.18
100654,2018-06-13,1233.15
100654,2018-06-13,1037.05
100654,2018-06-13,867.8
100654,2018-06-13,1124.21
100654,2018-06-13,750.8
100654,2018-06-13,1037.85
100654,2018-06-13,1141.85
100654,2018-06-13,1067.26
100654,2018-06-13,694.08
100654,2018-06-13,643.07
100654,2018-06-13,733.42
100654,2018-06-13,578.39
100654,2018-06-13,822.1
100654,2018-06-13,1147.92
100654,2018-06-13,2391.85
100654,2018-06-13,977.4
100654,2018-06-13,913.45
100654,2018-06-13,914.57
100654,2018-06-13,1126.2
100654,2018-06-13,1450.0
100654,2018-06-13,1370.2
100654,2018-06-13,1261.33
100654,2018-06-13,1450.0
100654,2018-06-13,1086.16
100654,2018-06-13,1450.0
100654,2018-06-13,913.45
100654,2018-06-13,1484.75
100654,2018-06-13,959.15
100654,2018-06-13,1793.55
100654,2018-06-13,1337.52
100654,2018-06-13,1060.89
100654,2018-06-13,1192.9
100654,2018-06-13,989.43
100654,2018-06-13,984.1
100654,2018-06-13,1187.5
100654,2018-06-13,2369.18
100654,2018-06-13,834.2
100654,2018-06-13,639.4
100654,2018-06-13,1061.79
100654,2018-06-13,1297.1
100654,2018-06-13,1209.6
100654,2018-06-13,1415.85
100654,2018-06-13,1751.85
100654,2018-06-13,1236.36
100654,2018-06-13,1049.93
100654,2018-06-13,1068.75
100654,2018-06-13,1073.0
100654,2018-06-13,1126.2
100654,2018-06-13,1450.0
100654,2018-06-13,1504.83
100654,2018-06-13,1450.0
100654,2018-06-13,1084.49
100654,2018-06-13,1029.17
100654,2018-06-13,716.51
100654,2018-06-13,621.15
100654,2018-06-13,822.1
100654,2018-06-13,1376.45
100888,2018-06-29,1673.14
100654,2017-11-21,1457.83
100654,2017-11-21,991.09
100654,2017-11-21,930.22
100654,2017-11-21,1187.5
100654,2017-11-21,959.02
100654,2017-11-21,1167.9
100654,2017-11-21,1192.92
100654,2017-11-21,839.88
100654,2017-11-21,375.4
100654,2017-11-21,1203.0
100654,2017-11-21,1012.18
100654,2017-11-21,480.5
100654,2017-11-21,1039.69
100654,2017-11-21,1491.75
100654,2017-11-21,644.69
100654,2017-11-21,2299.7
100654,2017-11-21,1631.8
100654,2017-11-21,1025.0
100654,2017-11-21,1550.41
100654,2017-11-21,1229.07
100654,2017-11-21,1096.15
100654,2017-11-21,656.2
100654,2017-11-21,708.34
100654,2017-11-21,1598.55
100654,2017-11-21,1265.22
100654,2017-11-21,792.5
100654,2017-11-21,39.74
100654,2017-11-21,301.39
100654,2017-11-21,986.87
100654,2017-11-21,917.65
100654,2017-11-21,1293.05
100654,2017-11-21,667.35
100654,2017-11-21,975.33
100654,2017-11-21,333.7
100654,2017-11-21,1042.75
100654,2017-11-21,1156.77
100654,2017-11-21,1415.85
100654,2017-11-21,1764.35
100654,2017-11-21,1045.0
100654,2017-11-21,2403.3
100654,2017-11-21,843.72
100654,2017-11-21,1401.46
100654,2017-11-21,1096.15
100654,2017-11-21,835.39
100654,2017-11-21,644.69
100654,2017-11-21,1137.85
100654,2017-11-21,1025.0
100654,2017-11-21,1501.6
100654,2017-11-21,1914.0
100654,2017-11-21,665.97
100654,2017-11-21,1025.0
100654,2017-11-21,1450.0
100654,2017-11-21,1570.35
100654,2017-11-21,1251.45
100654,2017-11-21,1001.05
100654,2017-11-21,1039.75
100654,2017-11-21,1468.27
100654,2017-11-21,493.26
100654,2017-11-21,2082.86
100654,2017-11-21,1689.9
100654,2017-11-21,959.35
100654,2017-11-21,1187.5
100654,2017-11-21,1626.7
100654,2017-11-21,205.0
100654,2017-11-21,979.03
100654,2017-11-21,1450.0
100654,2017-11-21,620.66
100654,2017-11-21,1111.2
100654,2017-11-21,1450.99
100654,2017-11-21,1482.12
100654,2017-11-21,450.63
100654,2017-11-21,1324.5
100654,2017-11-21,1293.05
100654,2017-11-21,972.14
100654,2017-11-21,1481.99
100654,2017-11-21,2083.33
100654,2017-11-21,438.46
100654,2017-11-21,1501.6
100654,2017-11-21,1301.7
100654,2017-11-21,1121.27
100654,2017-11-21,591.31
100654,2017-11-21,1050.5
100654,2017-11-21,475.21
100654,2017-11-21,1551.65
100654,2017-11-21,1626.7
100654,2017-11-21,1141.85
100654,2017-11-21,1044.46
100654,2017-11-21,1233.15
100654,2017-11-21,1012.18
100654,2017-11-21,776.67
100654,2017-11-21,982.47
100654,2017-11-21,750.8
100654,2017-11-21,1141.85
100654,2017-11-21,867.8
100654,2017-11-21,731.21
100654,2017-11-21,977.4
100654,2017-11-21,730.75
100654,2017-11-21,2391.85
100654,2017-11-21,1147.92
100654,2017-11-21,1205.77
100654,2017-11-21,1450.0
100654,2017-11-21,914.57
100654,2017-11-21,1450.0
100654,2017-11-21,956.72
100654,2017-11-21,1469.52
100654,2017-11-21,913.45
100654,2017-11-21,1126.2
100654,2017-11-21,1543.3
100654,2017-11-21,1049.75
100654,2017-11-21,815.05
100654,2017-11-21,153.46
100654,2017-11-21,1501.6
100654,2017-11-21,1484.75
100654,2017-11-21,1152.32
100654,2017-11-21,872.68
100654,2017-11-21,1415.85
100654,2017-11-21,1055.31
100654,2017-11-21,1025.0
100654,2017-11-21,853.12
100654,2017-11-21,426.55
100654,2017-11-21,1245.22
100654,2017-11-21,1617.35
100654,2017-11-21,1187.5
100654,2017-11-21,1209.6
100654,2017-11-21,1025.0
100654,2017-11-21,1126.2
100654,2017-11-21,1450.0
100654,2017-11-21,994.14
100654,2017-11-21,1450.0
100654,2017-11-21,1450.0
100654,2017-11-21,1084.48
100654,2017-11-21,681.65
100654,2017-11-21,652.87
100654,2017-11-21,666.85
100654,2017-11-21,791.65
100539,2017-07-17,473.81
100652,2018-02-12,289.44
100567,2018-02-20,258.13
100910,2018-06-04,282.53
100134,2018-02-16,375.88
100451,2018-03-21,362.5
100701,2018-05-04,1701.0
100574,2018-05-07,18787.51
100654,2018-06-13,2200.0
100567,2018-06-13,412.41
100574,2018-06-27,633.32
100567,2018-05-18,74.31
100567,2018-05-18,58928.55
100567,2018-05-18,61.24
100567,2017-08-18,41489.05
100701,2017-08-31,184.87
100689,2017-08-17,935.32
100861,2018-02-20,364.7
100779,2019-01-03,1130.52
100134,2018-12-06,486.12
100143,2018-12-20,1978.62
100654,2018-05-15,2820.0
100654,2018-05-15,1821.9
100654,2018-05-15,1927.45
100654,2018-05-15,1760.0
100654,2018-05-15,2160.0
100654,2018-05-15,1402.92
100654,2018-05-15,1503.61
100654,2018-05-15,1053.77
100654,2018-05-15,1894.61
100654,2018-05-15,1269.45
100654,2018-05-15,1917.08
100654,2018-05-15,1739.15
100654,2018-05-15,932.13
100654,2018-05-15,1760.0
100654,2018-05-15,1920.0
100654,2018-05-15,1560.0
100654,2018-05-15,1845.0
100654,2018-05-15,4841.78
100654,2018-05-15,1920.0
100654,2018-05-15,2726.58
100654,2018-05-15,1067.8
100654,2018-05-15,1607.68
100654,2018-05-15,1348.36
100654,2018-05-15,913.48
100654,2018-05-15,1534.96
100654,2018-05-15,820.0
100654,2018-05-15,1034.44
100654,2018-05-15,567.28
100654,2018-05-15,913.48
100654,2018-05-15,1278.84
100654,2018-05-15,548.08
100654,2018-05-15,890.59
100654,2018-05-15,1315.4
100654,2018-05-15,1461.52
100654,2018-05-15,560.77
100654,2018-05-15,939.67
100654,2018-05-15,862.32
100654,2018-05-15,1012.18
100654,2018-05-15,783.65
100654,2018-05-15,1160.0
100654,2018-05-15,266.96
100654,2018-05-15,1211.28
100654,2018-05-15,1160.0
100654,2018-05-15,2083.33
100654,2018-05-15,1201.28
100654,2018-05-15,1108.33
100654,2018-05-15,1160.0
100654,2018-05-15,328.84
100654,2018-05-15,646.19
100654,2018-05-15,803.84
100654,2018-05-15,600.64
100654,2018-05-15,934.32
100654,2018-05-15,1084.47
100654,2018-05-15,767.32
100654,2018-05-15,1160.0
100654,2018-05-15,614.32
100654,2018-05-15,594.22
100654,2018-05-15,629.68
100654,2018-05-15,694.24
100654,2018-05-15,1160.0
100654,2018-05-15,840.4
100654,2018-05-15,1160.0
100654,2018-05-15,1213.89
100654,2018-05-15,613.33
100654,2018-05-15,1265.22
100654,2018-05-15,803.84
100654,2018-05-15,824.95
100654,2018-05-15,347.04
100654,2018-05-15,684.58
100654,2018-05-15,1023.08
100654,2018-05-15,800.84
100654,2018-05-15,1081.15
100654,2018-05-15,836.35
100654,2018-05-15,365.4
100654,2018-05-15,730.76
100654,2018-05-15,573.18
100654,2018-05-15,1234.64
100654,2018-05-15,1023.08
100654,2018-05-15,1207.07
100654,2018-05-15,336.29
100654,2018-05-15,2083.33
100654,2018-05-15,507.05
100654,2018-05-15,1229.07
100654,2018-05-15,299.61
100654,2018-05-15,874.72
100654,2018-05-15,576.15
100654,2018-05-15,825.23
100654,2018-05-15,1119.29
100654,2018-05-15,1923.04
